Tu0:alt	Tu0:ref	Tu1:alt	Tu1:ref	Tu2:alt	Tu2:ref	Tu3:alt	Tu3:ref	Tu4:alt	Tu4:ref	Tu5:alt	Tu5:ref
46	59	16	77	36	52	18	77	19	74	25	80
36	56	12	97	46	48	20	84	23	76	13	82
40	52	20	85	51	73	22	78	23	63	14	71
47	46	12	84	46	74	27	71	23	70	18	86
0	107	0	94	0	84	0	106	12	95	0	81
0	110	0	100	0	105	0	96	13	97	0	98
0	111	0	97	0	107	0	94	13	91	0	118
0	123	0	103	0	99	0	81	13	71	0	104
0	103	0	119	0	118	0	99	10	75	0	104
0	97	0	94	0	100	0	103	22	97	0	96
0	115	0	99	0	75	0	99	15	85	0	101
0	114	0	77	0	107	0	87	9	66	0	86
0	88	0	99	0	111	0	93	5	90	0	88
0	89	0	105	0	106	0	88	16	78	0	94
0	87	0	93	0	99	0	103	20	86	0	107
0	97	0	95	0	84	0	96	13	83	0	99
0	107	0	108	0	91	0	114	16	58	0	126
44	53	18	89	49	62	16	78	30	77	18	96
32	71	0	85	0	102	0	108	0	107	0	91
26	75	0	106	0	85	0	95	0	93	0	96
23	78	0	102	0	106	0	85	0	115	0	99
27	64	0	108	0	83	0	89	0	99	0	91
23	77	0	107	0	106	0	105	0	98	0	95
0	83	16	88	0	103	21	74	0	102	11	115
0	100	14	78	0	111	16	91	0	102	25	72
0	89	18	92	0	118	19	73	0	96	20	76
0	107	7	79	0	106	16	89	0	112	27	88
0	98	9	71	0	96	23	66	0	94	22	77
0	106	11	86	0	110	25	93	0	81	17	80
0	103	17	75	0	108	17	83	0	107	11	87
0	108	16	83	0	92	20	71	0	92	16	84
0	92	15	95	0	100	10	86	0	90	21	84
0	101	18	87	0	106	21	74	0	88	16	82
0	76	19	73	0	76	23	88	0	92	15	85
0	119	16	82	0	95	20	71	0	103	11	80
0	94	27	96	0	104	20	82	0	86	16	89
0	97	19	92	0	91	13	88	0	104	21	98
0	102	14	102	0	97	21	80	0	97	20	87
0	90	0	97	2	90	0	112	30	72	0	90
0	91	0	90	2	96	0	112	20	81	0	90
0	95	0	99	3	81	0	78	19	102	0	99
0	98	0	91	3	94	0	109	27	83	0	100
0	86	0	99	3	93	0	109	26	63	0	117
48	67	0	107	0	100	0	96	0	104	0	87
39	61	0	92	0	90	0	111	0	85	0	93
49	67	0	107	0	127	0	105	0	108	0	104
50	56	0	84	0	91	0	95	0	95	0	96
55	53	0	112	0	104	0	92	0	105	0	102
51	56	0	102	0	109	0	103	0	106	0	91
38	69	0	79	0	99	0	95	0	99	0	91
0	112	16	73	7	97	19	73	0	83	16	92
0	87	12	88	8	99	23	88	0	96	15	76
0	105	19	103	10	90	25	87	0	98	15	84
0	104	14	85	8	96	16	81	0	93	26	73
0	84	0	87	0	106	0	103	25	74	0	95
0	91	0	106	0	99	0	118	31	86	0	88
0	85	0	98	0	103	0	86	28	69	0	100
0	103	0	89	0	106	0	95	30	70	0	98
0	101	0	113	0	123	0	101	19	78	0	81
0	108	0	99	0	110	0	100	25	76	0	114
0	105	0	107	0	87	0	105	25	67	0	104
0	97	0	102	0	98	0	107	24	64	0	100
0	115	0	107	0	115	0	111	26	62	0	89
0	90	0	116	0	87	0	112	23	81	0	98
0	110	0	103	0	90	0	96	20	76	0	101
0	105	0	102	0	120	0	103	28	77	0	107
0	105	0	110	0	94	0	106	18	81	0	111
0	123	0	120	0	110	0	111	23	81	0	108
0	107	0	92	0	105	0	109	20	79	0	101
0	96	0	112	0	75	0	124	24	80	0	99
0	80	0	103	0	90	0	99	24	78	0	96
0	109	0	102	0	88	0	91	25	76	0	83
0	114	0	90	0	89	0	105	31	68	0	103
0	107	0	92	0	84	0	98	21	68	0	110
0	91	0	101	0	99	0	93	19	87	0	96
0	111	0	106	0	109	0	100	22	89	0	82
0	97	0	95	0	91	0	100	31	74	0	113
0	102	0	111	0	91	0	104	24	87	0	99
0	115	0	106	0	105	0	97	32	76	0	90
0	96	0	99	0	105	0	113	20	68	0	107
0	94	0	98	0	88	0	92	34	74	0	98
0	89	0	100	0	94	0	107	24	74	0	109
0	77	0	85	0	91	0	88	18	72	0	102
0	112	0	99	0	94	0	94	14	84	0	81
0	113	0	105	0	85	0	102	28	75	0	107
0	92	0	110	0	104	0	109	24	69	0	92
0	107	0	100	0	101	0	106	18	84	0	96
0	106	0	103	0	114	0	90	22	73	0	97
0	92	0	114	0	82	0	99	22	63	0	116
0	99	0	100	0	91	0	98	23	74	0	107
0	99	0	92	0	97	0	95	33	80	0	100
0	115	0	111	0	98	0	120	28	90	0	124
0	87	0	103	0	104	0	111	23	76	0	114
0	116	0	105	31	75	0	115	0	96	0	90
0	77	0	99	25	61	0	112	0	107	0	102
0	119	0	95	29	62	0	96	0	110	0	74
0	92	0	101	30	66	0	105	0	91	0	93
0	112	0	111	34	75	0	107	0	90	0	90
0	100	0	101	34	86	0	111	0	99	0	94
0	113	0	100	32	71	0	103	0	93	0	114
